loc,lat,long,name,lng
,32.5187,,בית אלפא וחפציבה,35.4262
,32.0401,,בית אריה,35.0495
,32.1997,,בית ברל,34.9261
,32.9657,,בית ג'אן,35.3813
,31.6129,,בית גוברין,34.8956
,31.8561,,בית גמליאל,34.7609
,32.0018,,בית דגן,34.8297
,31.4228,,בית הגדי,34.6079
,32.3516,,בית הלוי,34.9304
,33.2088,,בית הלל,35.6065
,32.971,,בית העמק,35.1453
,31.8078,,בית הערבה,35.4764
,32.5509,,בית השיטה,35.4394
,31.7831,,בית זית,35.1611
,32.6893,,בית זרע,35.5741
,31.4925,,בית חגי,35.0795
,31.8799,,בית חורון,35.1241
,32.3872,,בית חזון,34.9129
,31.793,,בית חלקיה,34.8097
,31.9352,,בית חנן,34.7756
,32.5295,,בית חנניה,34.9267
,32.3762,,בית חרות,34.8738
,31.8903,,בית חשמונאי,34.9176
,32.2621,,בית יהושע,34.8654
,32.5587,,בית יוסף,35.5528
,32.3817,,בית ינאי,34.8635
,32.3356,,בית יצחק - שער חפר,34.8895
,31.3656,,בית יתיר,35.1113
,32.7346,,בית לחם הגלילית,35.1913
,31.7948,,בית מאיר,35.0368
,31.9771,,בית נחמיה,34.9538
,31.6476,,בית ניר,34.8731
,31.8044,,בית נקופה,35.1269
,32.2408,,בית סוהר השרון,34.8848
,32.5709,,בית סוהר מגידו,35.1898
,30.7265,,בית סוהר נפחא,34.7735
,32.8717,,בית סוהר צלמון,35.4474
,32.7262,,בית סוהר קישון,35.0915
,32.5476,,בית סוהר שיטה וגלבוע,35.4151
,32.5498,,בית ספר אורט בנימינה,34.955
,33.0115,,בית ספר שדה מירון,35.3922
,31.9213,,בית עובד,34.7749
,31.8701,,בית עוזיאל,34.9049
,31.7364,,בית עזרא,34.6575
,32.7678,,בית עלמין תל רגב,35.1219
,31.9954,,בית עריף,34.9351
,32.7189,,בית צבי,34.9697
,31.4466,,בית קמה,34.7622
,32.7184,,בית קשת,35.395
,32.7818,,בית רימון,35.3277
,32.4971,,בית שאן,35.4973
,31.747,,בית שמש,34.9881
,32.6965,,בית שערים,35.1788
,31.6377,,בית שקמה,34.6101
,32.3649,,ביתן אהרן,34.8696
,31.701,,ביתר עילית,35.1119
,32.63,,בלפוריה,35.2963
,31.8572,,בן זכאי,34.7274
,33.0054,,בן עמי,35.1222
,31.9513,,בן שמן,34.9198
,32.0849,,בני ברק,34.8352
,31.5172,,בני דקלים,34.917
,31.8209,,בני דרום,34.6916
,32.2618,,בני דרור,34.9018
,32.7983,,בני יהודה וגבעת יואב,35.6911
,31.1435,,בני נצרים,34.3164
,32.0215,,בני עטרות,34.9101
,31.7902,,בני עי''ש,34.7593
,32.2198,,בני ציון,34.8684
,31.77,,בני ראם,34.7905
,31.8434,,בניה,34.7518
,32.5171,,בנימינה,34.9551
,32.7363,,בסמת טבעון,35.1532
,32.9295,,בענה,35.2719
,32.2145,,בצרה,34.8781
,33.07,,בצת,35.1326
,31.8279,,בקוע,34.9247
,32.2421,,בקעות,35.4526
,31.7297,,בר גיורא,35.0734
,32.9977,,בר יוחאי,35.4482
,32.0822,,ברוכין,35.0941
,31.557,,ברור חיל,34.6465
,31.371091,,ברוש,34.634933
,32.4721,,ברטעה,35.095
,31.668,,ברכיה,34.6243
,33.059,,ברעם,35.4332
,32.4761,,ברקאי,35.031
,32.1095,,ברקן,35.106
,32.0183,,ברקת,34.9432
,31.6481,,בת הדר,34.5971
,32.3602,,בת חן,34.8724
,32.3337,,בת חפר,35.0137
,31.6577,,בת עין,35.1011
,32.6003,,בת שלמה,35.0038
,32.0132,,בת-ים,34.748
,31.1691,,בתי מלון ים המלח,35.3673
,32.9287,,ג'דידה מכר,35.1506
,32.945,,ג'וליס,35.1842
,32.1525,,ג'לג'וליה,34.954
,32.5363,,ג'סר א-זרקא,34.9116
,33.0213,,ג'ש - גוש חלב,35.4479
,32.3984,,ג'ת,35.0361
,32.3918,,גאולי תימן,34.901
,32.2965,,גאולים,34.9439
,31.8856,,גאליה,34.7654
,31.2112,,גבולות,34.4662
,31.5071,,"גבים, מכללת ספיר",34.5974
,32.5661,,קבוצת גבע,35.3728
,31.85,,גבע בנימין,35.2739
,32.6622,,גבע כרמל,34.9541
,31.6789,,גבעות,35.1019
,31.3572,,גבעות בר,34.7555
,31.4098,,גבעות גורל,34.7905
,31.6622,,גבעות עדן,35.0139
,32.7754,,גבעת אבני,35.4362
,32.722,,גבעת אלה,35.2448
,31.9112,,גבעת אסף,35.2481
,31.8666,,גבעת ברנר,34.8023
,32.0563,,גבעת הראל וגבעת הרואה,35.2748
,32.0963,,גבעת השלושה,34.9206
,32.7202,,גבעת וולפסון,35.0161
,31.8175,,גבעת וושינגטון,34.7289
,31.8612,,גבעת זאב,35.1673
,32.457652,,גבעת חביבה,35.02009
,32.3967,,גבעת חיים איחוד,34.933
,32.3921,,גבעת חיים מאוחד,34.9294
,32.1676,,גבעת חן,34.8755
,31.7861,,גבעת יערים,35.0928
,31.6717,,גבעת ישעיהו,34.9437
,32.032091,,גבעת כ''ח,34.938796
,32.549043,,גבעת ניל''י,35.041194
,32.521,,גבעת עדה,35.0114
,32.5559,,גבעת עוז,35.198
,32.0773,,גבעת שמואל,34.8492
,32.3576,,גבעת שפירא,34.8758
,31.7331,,גבעתי,34.6795
,32.0722,,גבעתיים,34.8089
,31.5915,,גברעם,34.6122
,32.6766,,גבת,35.2132
,33.0182,,גדות,35.6195
,32.5499,,גדעונה,35.3592
,31.8123,,גדרה,34.777
,33.124,,גונן,35.6462
,33.0556,,גורן,35.2336
,33.0593,,גורנות הגליל,35.2497
,32.6393,,גזית,35.4462
,31.8761,,גזר,34.9203
,31.6285,,גיאה,34.6027
,31.8883,,גיבתון,34.7991
,31.8056,,גיזו,34.9397
,31.3263,,גילת,34.6489
,32.8487,,גינוסר,35.5232
,31.9628,,גינתון,34.9131
,32.9672,,גיתה,35.2491
,32.1003,,גיתית,35.3954
,31.6334,,גלאון,34.8489
,32.0004,,גלגל,35.4448
,32.5575,,גלעד,35.0763
,31.9272,,גמזו,34.9411
,31.8041,,גן הדרום,34.6999
,32.465,,גן השומרון,34.999
,32.1958,,גן חיים,34.907
,32.3495,,גן יאשיה,34.9962
,31.7831,,גן יבנה,34.7031
,32.5287,,גן נר,35.3363
,31.944,,גן שורק,34.7583
,31.8788,,גן שלמה,34.7989
,32.4529,,גן שמואל,34.9493
,32.0182,,גנות,34.8259
,32.3217,,גנות הדר,34.9007
,31.8782,,גני הדר,34.8576
,31.7886,,גני טל,34.7914
,31.8599,,גני יוחנן,34.8408
,32.1498,,גני עם,34.9034
,32.0605,,גני תקווה,34.8731
,32.6634,,גניגר,35.2599
,32.2285,,געש,34.8244
,33.0061,,געתון,35.2138
,31.7404,,גפן,34.8784
,29.9416,,גרופית,35.0647
,32.8199,,גשור,35.7157
,32.6212,,גשר,35.5504
,33.0405,,גשר הזיו,35.1106
,31.6278,,גת,34.7941
,32.0681,,גת רימון,34.8814
,32.6941,,דבוריה,35.3685
,31.4117,,דביר,34.8252
,32.6467,,דברת,35.3501
,32.7069,,דגניה א,35.5751
,32.6991,,דגניה ב,35.5776
,33.0508,,דוב''ב,35.407747
,31.9262,,דולב,35.1336
,32.607548,,דור,34.923294
,31.5072,,דורות,34.6457
,32.6225,,דחי,35.3436
,31.0694,,דימונה,35.0334
,32.9344,,דיר אל-אסד,35.2684
,32.8623,,דיר חנא,35.3653
,33.0823,,דישון,35.5176
,32.5892,,דליה,35.077
,32.6938,,דלית אל כרמל,35.0554
,33.0166,,דלתון,35.4899
,32.815,,דמיידה,35.2266
,33.2406,,קיבוץ דן,35.6523
,31.3109,,דניאל,34.5931
,33.2308,,דפנה,35.6383
,31.196642,,דקל,34.34709
,32.7267,,האון,35.6227
,32.6366,,הבונים,34.9327
,33.2215,,הגושרים,35.623
,32.3497,,הדר עם,34.8989
,32.15,,הוד השרון,34.8839
,31.6764,,הודיה,34.6393
,32.7886,,הודיות,35.435
,32.7579,,הושעיה,35.2952
,32.7481,,הזורעים,35.4999
,32.7523,,החותרים,34.9575
,32.6128,,היוגב,35.2075
,33.0362,,הילה,35.2446
,32.7054,,המכללה האקדמית כנרת,35.5918
,32.378,,המעפיל,34.9831
,32.3424,,המרכז האקדמי רופין,34.9123
,32.7518,,הסוללים,35.238
,32.3604,,העוגן,34.9233
,31.8245,,הר אדר,35.1297
,32.1933,,הר ברכה,35.2649
,31.7221,,הר גילה,35.1715
,30.6817,,הר הנגב,34.785
,31.3427,,הר עמשא,35.1016
,32.9506,,הר-חלוץ,35.3123
,31.80944,,הראל,34.94903
,32.7637,,הרדוף,35.1747
,32.1738,,הרצליה - מערב,34.8104
,32.1678,,הרצליה - מרכז וגליל ים,34.8413
,32.8457,,הררית יחד,35.3693
,32.8284,,ואדי אל חמאם,35.4917
,31.1413,,ואדי אל נעם דרום,34.8265
,31.8262,,ורד יריחו,35.4321
,31.6638,,ורדון,34.7818
,31.6592,,זבדיאל,34.7603
,31.5956,,זוהר,34.6924
,31.6072,,זיקים,34.521
,31.9752,,זיתן,34.8917
,32.5739,,זכרון יעקב,34.952
,31.7088,,זכריה,34.9447
,32.3657,,זמר,35.0347
,31.4518,,"זמרת, שובה",34.5467
,31.7338,,זנוח,34.9994
,31.4591,,זרועה,34.6242
,32.7233,,זרזיר,35.2204
,31.6817,,זרחיה,34.7464
,33.099,,זרעית,35.2885
,32.7589,,ח'וואלד,35.1584
,32.3601,,חבצלת השרון וצוקי ים,34.8585
,31.5249,,חברון,35.108
,32.741,,חג'אג'רה,35.2049
,32.1386,,חגור,34.9476
,32.3891,,חגלה,34.9243
,32.9275,,חד נס,35.6414
,31.9694,,חדיד,34.9322
,32.4258,,חדרה - מזרח,34.9506
,32.439,,חדרה - מערב,34.8854
,32.4352,,חדרה - מרכז,34.9209
,32.446,,חדרה - נווה חיים,34.9049
,32.2005,,חוות גלעד,35.1812
,32.1453,,חוות יאיר,35.1048
,32.4658,,חוות עדן,35.4866
,30.1149,,חוות ערנדל,35.1515
,31.6609,,חוות שדה בר,35.2447
,31.5113,,חוות שיקמים,34.6339
,31.8321,,חולדה,34.8815
,32.0158,,חולון,34.7874
,31.2306,,חולית,34.3273
,33.0529,,חולתה,35.6092
,32.9977,,חוסן,35.2987
,32.9006,,חוסנייה,35.3225
,32.3861,,חופית,34.8741
,32.8786,,חוקוק,35.4967
,31.3004,,חורה,34.9357
,33.0167,,חורפיש,35.3471
,32.1379,,חורשים,34.971
,32.9066,,חזון,35.3953
,29.8462,,חי-בר יטבתה,35.0294
,32.398,,חיבת ציון,34.9119
,32.4809,,חיננית,35.1732
,32.8072,,חיפה - כרמל ועיר תחתית,34.9877
,32.8087,,חיפה - מערב,34.9603
,32.7812,,חיפה - נווה שאנן ורמות כרמל,35.0015
,32.8283,,חיפה - קריית חיים ושמואל,35.0656
,32.8049,,חיפה - מפרץ,35.0515
,31.3096,,חירן,34.9845
,32.0083,,חלמיש,35.1289
,31.5779,,חלץ,34.6584
,32.018,,חמד,34.8413
,32.5198,,חמדיה,35.5206
,32.252,,חמדת,35.5268
,32.1997,,חמרה,35.4374
,32.6834,,חמת גדר,35.6647
,32.3328,,חניאל,34.9477
,33.0876,,חניתה,35.1734
,32.7831,,חנתון,35.2451
,32.8456,,חספין,35.793
,31.7893,,חפץ חיים,34.7997
,31.7801,,חצב,34.7706
,30.7679,,חצבה,35.2785
,31.773,,חצור,34.7199
,32.9804,,חצור הגלילית,35.5435
,31.2406,,חצרים,34.7174
,32.4035,,חרב לאת,34.9171
,32.2277,,חרוצים,34.8648
,32.241,,חרות,34.9141
,32.4619,,חריש,35.0456
,32.4237,,חרמש,35.119
,31.9444,,חרשה,35.148
,32.9577,,חרשים,35.3282
,31.9326,,חשמונאים,35.0233
,32.7959,,טבריה,35.531
,32.9662,,טובא זנגריה,35.592
,32.7751,,טורעאן,35.3783
,32.2669,,טייבה,35.0097
,32.6047,,טייבה בגלבוע,35.4446
,32.234394,,טירה,34.951488
,32.0148,,טירת יהודה,34.9359
,32.7621,,טירת כרמל,34.973
,32.4225,,טירת צבי,35.5283
,32.4831,,טל מנשה,35.1607
,31.8044,,טל שחר,34.9033
,32.9273,,טל-אל,35.1825
,30.9915,,טללים,34.7713
,31.9395,,טלמון,35.1331
,32.8522,,טמרה,35.2013
,32.6349,,טמרה בגלבוע,35.4027
,31.3761,,טנא עומרים,34.9574
,32.8686,,טפחות,35.4222
,31.1895,,יבול,34.319
,32.7088,,יבנאל,35.5038
,31.878,,יבנה,34.7394
,32.7415,,יגור,35.0768
,31.9878,,יגל,34.8803
,31.7967,,יד בנימין,34.8204
,31.8095,,יד השמונה,35.0896
,32.3253,,יד חנה,35.0067
,31.587,,יד מרדכי,34.5575
,31.653,,יד נתן,34.7049
,31.899841,,יד רמב''ם,34.900086
,32.0303,,יהוד-מונוסון,34.8871
,30.0842,,יהל,35.1284
,32.8782,,יובלים,35.2693
,32.8366,,יודפת,35.2715
,32.9397,,יונתן,35.7955
,31.4447,,יושיביה,34.6088
,32.5626,,יזרעאל,35.3194
,32.9961,,יחיעם,35.2211
,29.8963,,יטבתה,35.0592
,31.947215,,ייט''ב,35.422375
,31.4822,,יכיני,34.5986
,32.3074,,ינוב,34.9514
,32.9816,,ינוח-ג'ת,35.2412
,31.7418,,ינון,34.7809
,33.0536,,יסוד המעלה,35.589
,31.8158,,יסודות,34.8656
,32.9011,,יסעור,35.1666
,32.8812,,יעד,35.2406
,32.2683,,יעף,34.9674
,33.068,,יערה,35.1861
,32.7073,,יערות הכרמל,35.0107
,32.695,,יפיע,35.282
,32.0627,,יפית,35.4743
,32.6759,,יפעת,35.224
,33.1283,,יפתח,35.552
,32.1685,,יצהר,35.2359
,31.8632,,יציץ,34.8619
,32.2492,,יקום,34.8419
,32.1498,,יקיר,35.1146
,32.6559,,יקנעם המושבה והזורע,35.1152
,32.6602,,יקנעם עילית,35.1046
,33.0772,,יראון,35.4543
,32.5654,,ירדנה,35.566
,30.9878,,ירוחם,34.9297
,31.8606,,ירושלים - אזור תעשייה עטרות,35.2167
,31.7377,,ירושלים - דרום,35.1847
,31.8749,,ירושלים - כפר עקב,35.2175
,31.7627,,ירושלים - מזרח,35.2403
,31.7742,,ירושלים - מערב,35.1727
,31.7781,,ירושלים - מרכז,35.2164
,31.8211,,ירושלים - צפון,35.2389
,32.1515,,ירחיב,34.968
,32.9535,,ירכא,35.212
,32.1445,,ירקונה,34.8979
,32.5655,,ישובי אומן,35.2384
,32.5483,,מרכז חבר,35.2661
,32.5521,,ישובי יעל,35.3065
,31.753,,ישעי,34.9626
,31.9157,,ישרש,34.8473
,31.207,,יתד,34.3261
,32.87,,כאבול,35.2054
,32.8319,,כאוכב אבו אלהיג'א,35.2487
,33.021,,כברי,35.147
,32.7062,,כדורי,35.4063
,31.9603,,כוכב השחר,35.3494
,32.2209,,כוכב יאיר - צור יגאל,34.9924
,31.8803,,כוכב יעקב,35.2459
,31.6315,,כוכב מיכאל,34.6678
,32.9042,,כורזים ורד הגליל,35.5508
,30.3066,,כושי רמון,35.1346
,32.8905,,כחל,35.5116
,32.7238,,כינרת מושבה,35.5652
,32.7142,,כינרת קבוצה,35.5627
,31.3745,,כיסופים,34.399
,32.9723,,כיסרא סמיע,35.3041
,32.9467,,כישור,35.2502
,32.7332,,כלא דמון,35.0234
,32.9836,,כליל,35.1997
,32.8753,,כלנית,35.454
,30.9103,,כמהין,34.4307
,32.9125,,כמון,35.3555
,31.8022,,כנות,34.7509
,32.8704,,כנף,35.6979
,31.2347,,כסייפה והפזורה,35.0681
,31.7743,,כסלון,35.0482
,32.7567,,כעביה,35.1865
,32.7504,,כעביה טבאש,35.184
,31.831,,כפר אביב,34.7226
,31.8272,,כפר אדומים,35.3372
,31.7934,,כפר אוריה,34.9448
,31.7459,,כפר אחים,34.7559
,31.654,,כפר אלדד,35.251
,32.8214,,כפר ביאליק,35.0877
,31.870475,,כפר ביל''ו,34.826734
,33.1725,,כפר בלום,35.6079
,31.8617,,כפר בן נון,34.9472
,32.1309,,כפר ברא,34.9701
,32.646,,כפר ברוך,35.1931
,32.6446,,כפר גדעון,35.2893
,32.7662,,כפר גלים,34.9595
,32.5058,,כפר גליקסון,35.0035
,33.2421,,כפר גלעדי,35.5741
,32.4386,,כפר גמילה מלכישוע,35.4128
,31.9335,,כפר דניאל,34.9323
,31.9199,,כפר האורנים,35.0369
,32.7015,,כפר החורש,35.273
,32.7918,,כפר המכבי,35.1148
,31.8871,,כפר הנגיד,34.7487
,32.7016,,כפר הנוער ימין אורד,34.9898
,32.9747,,כפר הנשיא,35.6023
,32.2477,,כפר הס,34.9351
,32.391037,,כפר הרא''ה,34.910917
,31.747,,כפר הרי''ף וצומת ראם,34.7909
,32.3805,,כפר ויתקין,34.8753
,31.7187,,כפר ורבורג,34.7287
,32.9951,,כפר ורדים,35.2691
,31.6226,,כפר זוהרים,34.9257
,32.8116,,כפר זיתים,35.4652
,31.990144,,כפר חב''ד,34.849103
,32.8,,כפר חיטים,35.5033
,32.3539,,כפר חיים,34.9007
,32.916,,כפר חנניה,35.4238
,32.7523,,כפר חסידים,35.0942
,32.7624,,כפר חרוב,35.6642
,32.7485,,כפר טבאש,35.1707
,31.9805,,כפר טרומן,34.9277
,32.3449,,כפר ידידיה,34.899
,32.6816,,כפר יהושע,35.152
,33.2466,,כפר יובל,35.5964
,32.3177,,כפר יונה,34.9336
,32.5669,,כפר יחזקאל,35.3609
,32.952,,כפר יסיף,35.16
,32.2739,,כפר יעבץ,34.9655
,32.7211,,כפר כמא,35.4428
,32.7482,,כפר כנא,35.3438
,32.3456,,כפר מונש,34.9164
,31.4324,,כפר מימון ותושיה,34.5384
,32.6453,,כפר מצר,35.4221
,32.167567,,כפר מל''ל,34.894744
,32.8124,,כפר מנדא,35.2586
,31.7321,,כפר מנחם,34.8351
,32.8912,,כפר מסריק,35.0984
,31.8315,,כפר מרדכי,34.7566
,32.7683,,כפר נהר הירדן,35.4356
,31.9597,,כפר נוער בן שמן,34.9291
,32.2719,,כפר נטר,34.872
,33.196,,כפר סאלד,35.658
,32.1782,,כפר סבא,34.9076
,31.673,,כפר סילבר,34.6121
,32.0767,,כפר סירקין,34.9228
,32.2557,,כפר עבודה,34.9397
,31.4834,,כפר עזה,34.5323
,31.6495,,כפר עציון,35.1152
,32.4827,,כפר פינס,35.0021
,32.1141,,כפר קאסם,34.9728
,32.6661,,כפר קיש,35.449
,32.5055,,כפר קרע,35.0543
,32.4576,,כפר רופין,35.5557
,31.9104,,כפר רות,35.0353
,32.9557,,כפר שמאי,35.4579
,31.8883,,כפר שמואל,34.9348
,32.1871,,כפר שמריהו,34.8231
,32.6873,,כפר תבור,35.42
,32.118,,כפר תפוח,35.2498
,32.7013,,כפר תקווה,35.115
,32.9283,,כרכום,35.6063
,31.817,,כרם ביבנה,34.7236
,33.0392,,כרם בן זמרה,35.4699
,32.644325,,כרם מהר''ל,34.99145
,31.2283,,כרם שלום,34.2846
,31.848,,כרמי יוסף,34.9213
,31.6095,,כרמי צור,35.1013
,31.5378,,כרמי קטיף,34.912
,32.9147,,כרמיאל,35.2924
,31.6027,,כרמיה,34.5404
,31.3337,,כרמים,34.9179
,31.3322,,כרמית,34.8968
,31.4318,,כרמל,35.1828
,32.9412,,לבון,35.2865
,32.7876,,לביא,35.4407
,32.8638,,לבנים,35.4975
,31.3794,,להב,34.8713
,33.1412,,להבות הבשן,35.6479
,32.3952,,להבות חביבה,35.0118
,31.3738,,להבים,34.817
,31.951,,לוד,34.8881
,31.6882,,לוזית,34.8882
,32.9627,,לוחמי הגטאות,35.0967
,32.8809,,לוטם וחמדון,35.36
,29.9883,,לוטן,35.0868
,31.8369,,לטרון,34.9772
,33.0587,,לימן,35.1118
,31.5609,,לכיש,34.8441
,31.917,,לפיד,35.0318
,32.9598,,לפידות,35.261
,31.3249,,לקיה והפזורה,34.8662
,32.4258,,מאור,35.0053
,32.5912,,מאיר שפיה,34.9711
,31.7226,,מבוא ביתר,35.1067
,32.4208,,מבוא דותן,35.1739
,31.8496,,מבוא חורון,35.035
,32.7367,,מבוא חמה,35.6552
,31.9339,,מבוא מודיעים,34.988
,31.9074,,מבואות יריחו,35.4156
,31.4494,,מבועים,34.655
,31.2426,,"מבטחים, עמיעוז, ישע",34.4065
,31.6225,,מבקיעים,34.5774
,31.8041,,מבשרת ציון,35.1579
,32.9201,,מג'דל כרום,35.2566
,33.2691,,מג'דל שמס,35.7721
,32.7277,,מגדים,34.9609
,32.8395,,מגדל,35.4998
,32.6778,,מגדל העמק,35.2417
,31.6409,,מגדל עוז,35.1431
,32.9767,,מגדל תפן,35.278
,32.0899,,מגדלים,35.3426
,32.5785,,קיבוץ מגידו,35.1805
,32.3856,,מגל,35.0361
,31.2987362,,מגן,34.4269827
,32.5215,,מגן שאול,35.3064
,31.874167,,מגרון,35.259588
,32.0444,,מגשימים,34.8998
,32.5946,,מדרך עוז,35.158
,30.8523,,מדרשת בן גוריון,34.7834
,31.8903,,מודיעין,35.0104
,31.8898056,,מודיעין - ישפרו סנטר,34.9649992
,31.9211897,,מודיעין - ליגד סנטר,34.9701743
,31.9325,,מודיעין עילית,35.0423
,32.5862,,מולדת,35.4389
,32.5319,,מועאוויה,35.1029
,32.1336,,מרכז אזורי דרום השרון,34.912
,33.1209,,מרכז אזורי מבואות חרמון,35.5699
,32.998,,מרכז אזורי מרום גליל,35.4415
,31.7936,,מוצא עילית,35.157
,32.5151,,מוקיבלה,35.2948
,32.9216,,מורן,35.3948
,32.8261,,מורשת,35.232
,32.0507,,מזור,34.9314
,31.8532,,מזכרת בתיה,34.8424
,32.6499,,מזרע,35.2864
,32.9837,,מזרעה,35.0989
