loc,lat,long,name,lng
,32.3653,,מחולה,35.516
,32.9888,,מחניים,35.5704
,31.7489,,מחסיה,35.0073
,31.5128,,מטווח ניר עם,34.5543
,33.2772,,מטולה,35.5782
,31.7165,,מטע,35.0606
,32.505,,מי עמי,35.1464
,32.4452,,מייסר,35.0421
,31.5862,,מיצד,35.1876
,32.7686,,מיצר,35.7364
,32.452,,מירב,35.4225
,32.9852,,מירון,35.4416
,31.8159,,מישר,34.7526
,31.327,,מיתר,34.9432
,32.263,,מכון וינגייט,34.837
,32.1642,,מכורה,35.4236
,32.4065,,מכמורת,34.8716
,32.9075,,מכמנים,35.3287
,31.1803,,מלונות ים המלח מרכז,35.3645
,33.0986,,מלכיה,35.5096
,31.0345,,ממשית,35.0478
,31.6562,,מנוחה,34.7773
,32.8533,,מנוף,35.2374
,33.0387,,מנות,35.1952
,32.6643,,מנחמיה,35.5553
,32.9781,,מנחת מחניים,35.572
,33.1954,,מנרה,35.5437
,32.7062,,מנשית זבדה,35.1924
,32.8442,,מסד,35.4232
,32.6823,,מסדה,35.5977
,32.4974,,מסילות,35.4747
,31.8014,,מסילת ציון,35.0095
,31.3253422,,מסלול,34.5885811
,33.2321,,מסעדה,35.7556
,32.8907,,מע'אר,35.4046
,32.3642,,מעברות,34.9057
,31.392,,"מעגלים, גבעולים, מלילות",34.5943
,32.7063,,מעגן,35.6006
,32.5587,,מעגן מיכאל,34.9178
,32.4941,,מעוז חיים,35.5508
,31.4146,,מעון,35.1639
,31.8557,,מעון צופיה,34.7379
,33.0169,,מעונה,35.2636
,33.2393,,מעיין ברוך,35.6094
,32.5685,,מעיין צבי,34.9406
,33.0272,,מעיליא,35.2563
,31.7774,,מעלה אדומים,35.298
,32.0713,,מעלה אפרים,35.4039
,32.4761,,מעלה גלבוע,35.4206
,32.8883,,מעלה גמלא,35.686
,31.8174,,מעלה החמישה,35.1094
,31.4871,,מעלה חבר,35.1651
,32.0544,,מעלה לבונה,35.2395
,31.8791,,מעלה מכמש,35.3059
,32.5541,,מעלה עירון,35.1825
,31.5969,,מעלה עמוס,35.2294
,32.8894,,מעלה צביה,35.3314
,31.6494,,מעלה רחבעם,35.2589
,32.1654,,מעלה שומרון,35.0697
,33.015,,מעלות תרשיחא,35.276
,32.458,,מענית,35.0266
,32.0635,,מעש,34.8926
,31.5022,,מפלסים,34.5617
,31.3114,,מצדה,35.3627
,33.0623,,מצובה,35.1557
,31.591,,מצוקי דרגות,35.3933
,31.9064,,מצליח,34.8713
,32.79,,מצפה,35.5079
,32.837951,,מצפה אבי''ב,35.201059
,32.4614,,מצפה אילן,35.0689
,31.8157,,מצפה יריחו,35.3954
,32.8017,,מצפה נטופה,35.3835
,30.6102,,מצפה רמון,34.8019
,31.5689,,מצפה שלם,35.4004
,32.4402,,מצר,35.0477
,32.03,,מקווה ישראל,34.7829
,33.2165,,מרגליות,35.5444
,33.1326,,מרום גולן,35.7771
,30.888,,מרחב עם,34.8282
,32.6048,,מרחביה מושב,35.316
,32.6059,,מרחביה קיבוץ,35.3073
,31.4173,,מרחצאות עין גדי,35.3785
,31.7738,,מרכז אזורי מגילות,35.5038
,32.8588,,מרכז אזורי משגב,35.2598
,32.5017,,מרכז ימי קיסריה,34.8925
,32.64726,,מרכז מיר''ב,34.964089
,31.6969,,מרכז שפירא,34.7073
,31.2812,,מרעית,35.0534
,31.004,,משאבי שדה,34.785
,31.8191,,משגב דב,34.7392
,33.2476,,משגב עם,35.5485
,32.7389,,משהד,35.3225
,32.1124,,משואה,35.4914
,31.7026,,משואות יצחק,34.69
,32.3179,,משכיות,35.5028
,31.8725,,משמר איילון,34.9433
,31.8236,,משמר דוד,34.9007
,33.0035,,משמר הירדן,35.5983
,31.3648,,משמר הנגב,34.718
,32.6101,,משמר העמק,35.1427
,32.0109,,משמר השבעה,34.8223
,32.3563,,משמר השרון,34.9043
,32.4865,,משמרות,34.9839
,32.2276,,משמרת,34.9221
,31.6569,,משען,34.6216
,31.8233,,מתחם בני דרום,34.6994
,32.1384,,מתחם פי גלילות,34.8045
,31.3095,,מתחם צומת שוקת,34.8982
,32.1594,,מתן,34.9732
,33.0417,,מתת,35.3567
,31.9297,,מתתיהו,35.035
,32.787,,נאות גולן,35.6932
,30.9334,,נאות הכיכר,35.3781
,33.1598,,נאות מרדכי,35.5956
,30.0491,,נאות סמדר,35.0281
,32.6082,,נעורה,35.3937
,31.2198,,נבטים,34.8825
,31.8329,,נבי סמואל,35.1811
,31.6625,,נגבה,34.6796
,31.4931,,נגוהות,34.9833
,31.6213,,נהורה,34.7045
,32.6908,,נהלל,35.1961
,33.0085,,נהריה,35.0981
,32.8329,,נוב,35.7836
,31.6257,,נוגה,34.6953
,31.1622,,נווה,34.3298
,32.589,,נווה אור,35.5545
,33.26202,,נווה אטי''ב,35.740574
,31.8076,,נווה אילן,35.0809
,32.4917,,נוה איתן,35.5322
,31.6763,,נווה דניאל,35.1433
,31.1521,,נווה זוהר,35.3648
,33.0274,,נווה זיו,35.1843
,30.0398,,נווה חריף,35.0365
,32.6798,,נווה ים,34.9319
,32.1717,,נווה ימין,34.9394
,32.1327,,נווה ירק,34.9255
,31.8068,,נווה מבטח,34.7412
,31.6728,,נווה מיכאל - רוגלית,35.0037
,31.8174,,נווה שלום,34.9783
,31.5686,,נועם,34.7882
,31.8712,,נוף איילון,34.9913
,32.0982,,נופי נחמיה,35.2359
,31.8235,,נופי פרת,35.3199
,32.1555,,נופים,35.0998
,32.7634,,נופית,35.1483
,32.0437,,נופך,34.9203
,31.6458,,נוקדים,35.2504
,32.3147,,נורדיה,34.8968
,32.5432,,נורית,35.3558
,31.6288,,נחושה,34.9527
,31.4727,,נחל עוז,34.4977
,31.66,,נחלה,34.7928
,31.9735,,נחליאל,35.1404
,32.0586,,נחלים,34.9136
,31.7665,,נחם,35.0036
,32.9347,,נחף,35.3165
,32.6131,,נחשולים,34.9222
,31.8316,,נחשון,34.956
,32.0632,,נחשונים,34.947
,33.0654,,נטועה,35.3234
,32.8541,,נטור,35.7526
,31.4761,,נטע,34.9268
,31.9457,,נטעים,34.7751
,31.8313,,נטף,35.0696
,31.963415,,ניל''י,35.04727
,32.631,,נין,35.3494
,31.7375,,ניצן,34.6308
,30.886,,ניצנה,34.4226
,32.3061,,ניצני עוז,35.0033
,31.7178,,ניצנים,34.6346
,32.1976,,ניר אליהו,34.9494
,31.6712,,ניר בנים,34.755
,31.8255,,ניר גלים,34.6825
,32.5041,,ניר דוד,35.4576
,31.608906,,ניר ח''ן,34.714282
,31.236,,ניר יצחק,34.3567
,31.6922,,ניר ישראל,34.6381
,31.4775,,ניר משה,34.6301
,31.3097,,ניר עוז,34.4021
,32.6991,,ניר עציון,34.9925
,31.4699,,ניר עקיבא,34.6462
,31.9544,,ניר צבי,34.8615
,31.3357,,נירים,34.3941
,32.1462,,נירית,34.9848
,33.2453,,נמרוד,35.7516
,31.7442,,נס הרים,35.0594
,32.9655,,נס עמים,35.1216
,31.9321,,נס ציונה,34.8013
,32.3713,,נעורים,34.8614
,31.9626,,נעלה,35.066
,31.9076,,נעמה,35.4662
,31.8832,,נען,34.8592
,31.9682,,נערן,35.4539
,31.8214,,נצר חזני,34.8626
,31.9228,,נצר סרני,34.8212
,32.6996,,נצרת,35.3035
,32.71,,נוף הגליל,35.3227
,31.954293,,נריה,35.127604
,32.7649,,נשר,35.0492
,31.9894,,נתיב הגדוד,35.4433
,31.687184,,נתיב הל''ה,34.982523
,31.5724,,נתיב העשרה,34.5393
,32.9912,,נתיב השיירה,35.1307
,31.4232,,נתיבות,34.5953
,32.3001,,נתניה - מזרח,34.8727
,32.3095,,נתניה - מערב,34.8542
,32.9431,,סאג'ור,35.3436
,33.0287,,סאסא,35.3946
,32.0456,,סביון,34.8766
,31.6695,,סגולה,34.7784
,32.7669,,סואעד חמירה,35.1682
,32.6056,,סולם,35.3343
,31.3866,,סוסיא,35.1204
,31.2383,,סופה,34.342
,32.1473,,סינמה סיטי גלילות,34.8063
,32.8642,,סכנין,35.2945
,32.8932,,סלמה,35.3705
,32.2426,,סלעית,35.0513
,29.834,,סמר,35.0222
,32.5224,,סנדלה,35.3244
,31.3618,,סנסנה,34.901
,31.4702,,סעד,34.5344
,31.251,,סעייה-מולדה והפזורה,34.9528
,33.0287,,סער,35.1092
,30.6139,,ספיר,35.1845
,33.0131,,ספסופה - כפר חושן,35.4402
,31.8899,,סתריה,34.8421
,33.0488,,עבדון,35.1791
,30.7923,,עבדת,34.7687
,32.9911,,עברון,35.1
,33.2728,,ע'ג'ר,35.6242
,31.6975,,עגור,34.912
,32.7824,,עדי,35.1734
,32.0398,,עדי עד,35.3352
,32.1388,,עדנים,34.9091
,31.593,,עוזה,34.7645
,32.7906,,עוזייר,35.3269
,32.332,,עולש,34.9853
,31.2643,,עומר,34.8499
,32.6219,,עופר,34.9835
,32.0186,,עופרים,35.0446
,31.6377,,עוצם,34.7051
,30.7922,,עזוז,34.4724
,31.7362,,עזר,34.6714
,32.2628,,עזריאל,34.9711
,31.8905,,עזריה,34.9119
,31.7517,,עזריקם,34.6948
,32.0012,,עטרת,35.177
,30.8063,,עידן,35.2999
,31.9158,,עיינות,34.7681
,32.8379,,עילבון,35.4
,32.7173,,עילוט,35.2615
,32.63,,עין איילה,34.9443
,32.9408,,עין אל אסד,35.401
,32.4915,,עין אל-סהלה,35.1175
,31.2002,,עין בוקק,35.3625
,32.7834,,עין גב,35.6401
,31.4512,,עין גדי,35.3836
,32.6555,,עין דור,35.4164
,31.2809,,עין הבשור,34.4434
,32.7003,,עין הוד,34.9827
,32.3859,,עין החורש,34.94
,32.9026,,עין המפרץ,35.093
,32.47071,,עין הנצי''ב,35.501973
,32.6297,,עין העמק,35.0822
,32.5968,,עין השופט,35.1004
,31.3517,,עין השלושה,34.4035
,32.2645,,עין ורד,34.9307
,33.0965,,עין זיוון,35.7963
,32.6914,,עין חוד,34.9991
,30.7972,,עין חצבה,35.2453
,32.5631,,עין חרוד,35.3917
,30.6588,,עין יהב,35.2397
,33.0093,,עין יעקב,35.229
,32.9194,,עין כמונים,35.4301
,32.6779,,עין כרמל,34.9537
,32.7243,,עין מאהל,35.3534
,31.7939,,עין נקובא,35.1197
,32.4844,,עין עירון,35.0101
,31.6949,,עין צורים,34.7187
,33.2367,,עין קנייא,35.7313
,31.7906,,עין ראפה,35.1165
,32.4619,,עין שמר,35.0067
,32.2749,,עין שריד,34.9342
,30.9436,,עין תמר,35.3741
,32.9097,,עינבר,35.4237
,32.0819,,עינת,34.9375
,30.809,,עיר אובות,35.2444
,32.9331,,עכו,35.0827
,32.8984,,עכו - אזור תעשייה,35.0863
,31.453,,עלומים,34.5147
,32.0712,,עלי,35.2669
,32.0722,,עלי זהב,35.0641
,33.0519,,עלמה,35.4996
,31.8321,,עלמון,35.2968
,32.9977,,עמוקה,35.5248
,32.0464,,עמיחי,35.3283
,31.7517,,עמינדב,35.1424
,32.9304,,עמיעד,35.5405
,32.5646,,עמיקם,35.0203
,33.1777,,עמיר,35.6198
,32.1607,,עמנואל,35.136
,32.9777,,עמקה,35.1618
,32.2836,,ענב,35.1252
,32.7207,,עספיא,35.0591
,32.6105,,עפולה,35.2879
,31.9551,,עפרה,35.2603
,32.1194,,עץ אפרים,35.0464
,32.8658,,עצמון - שגב,35.2523
,32.8537,,עראבה,35.3372
,33.0888,,ערב אל עראמשה,35.2288
,32.8881,,ערב אל-נעים,35.2901
,31.2614,,ערד,35.2149
,31.7328,,ערוגות,34.7762
,32.4963,,ערערה,35.0973
,31.1561,,ערערה בנגב,35.023
,31.373,,עשאהל,35.0435
,31.8249,,עשרת,34.7475
,32.6909,,עתלית,34.9429
,31.4388,,עתניאל,35.0282
,30.3626,,פארן,35.1551
,31.9532,,פארק תעשיות פלמחים,34.7675
,31.7682,,פארק תעשייה ראם,34.7552
,32.0625,,פדואל,35.0526
,31.3263,,פדויים,34.6121
,31.8578,,פדיה,34.8838
,32.7198,,פוריה כפר עבודה,35.5456
,32.7438,,פוריה נווה עובד,35.5381
,32.7327,,פוריה עילית,35.5462
,32.5974,,פוריידיס,34.9519
,32.2771,,פורת,34.9488
,31.3278,,פטיש,34.56
,32.9336,,פלך,35.233
,31.9327,,פלמחים,34.7069
,31.5895,,פני קדם,35.1951
,31.7788,,פנימיית עין כרם,35.1533
,31.9,,פסגות,35.2239
,33.0478,,פסוטה,35.3088
,31.4383,,פעמי תש''ז,34.6921
,32.0435,,פצאל,35.4438
,32.9762,,פקיעין,35.3358
,32.4753,,פרדס חנה-כרכור,34.9771
,32.305,,פרדסיה,34.9117
,32.9331,,פרוד,35.4343
,31.222,,פרי גן,34.3559
,32.084,,פתח תקווה,34.8878
,31.867,,פתחיה,34.8869
,31.2039,,צאלים,34.5334
,33.0264,,צבעון,35.4167
,31.7844,,צובה,35.118
,31.2364,,"צוחר, אוהד",34.4287
,32.1979,,צופים,35.0107
,32.1949,,צופית,34.9201
,30.5594,,צופר,35.1815
,30.4916,,צוקים,35.1654
,31.7194,,צור הדסה,35.097
,32.2415,,צור יצחק,34.998
,32.2989,,צור משה,34.9131
,32.2397,,צור נתן,35.014
,33.0065,,צוריאל,35.3148
,32.9043,,צורית גילון,35.2322
,32.7467,,ציפורי,35.2764
,31.8056,,צלפון,34.9318
,32.0043,,צפריה,34.8547
,31.6596,,צפרירים,34.9443
,32.9646,,צפת,35.496
,32.6478,,צרופה,34.9465
,31.7627,,צרעה,34.9669
,31.814,,קבוצת יבנה,34.7191
,32.2124,,קדומים,35.1574
,32.283,,קדימה-צורן,34.9119
,33.006,,קדיתא,35.4683
,31.7008,,קדמה,34.7749
,33.0295,,קדמת צבי,35.6977
,31.7544,,קדר,35.3107
,31.8141,,קדרון,34.7955
,32.8989,,קדרים,35.4716
,30.9034,,קדש ברנע,34.3967
,31.6626,,קוממיות,34.7293
,32.8444,,קורנית,35.2519
,29.9709,,קטורה,35.0614
,32.0514,,קידה,35.3413
,32.519,,קיסריה,34.9045
,31.4498,,קלחים,34.6791
,31.7499,,קליה,35.4661
,32.2858,,קלנסווה,34.9815
,33.1317,,קלע,35.6839
,32.4852,,קציר,35.1087
,31.0865,,קצר-א-סיר והפזורה,34.9979
,32.991,,קצרין,35.6899
,32.989259,,קצרין - אזור תעשייה,35.710742
,32.0549,,קריית אונו,34.8589
,32.8322,,קריית ביאליק,35.0884
,31.6196,,"קריית גת, כרמי גת",34.766
,32.7132,,קריית טבעון - בית זייד,35.1226
,32.8493,,קריית ים,35.0689
,31.8028,,קריית יערים,35.0999
,32.8382,,קריית מוצקין,35.0795
,31.7302,,קריית מלאכי,34.747
,32.1173,,קריית נטפים,35.1121
,31.8099,,קריית ענבים,35.1208
,31.8625,,קריית עקרון,34.822
,31.5293,,קרית ארבע,35.1156
,32.8052,,קריית אתא,35.0925
,31.3142,,קריית חינוך מרחבים,34.5999
,33.2079,,קריית שמונה,35.5702
,32.1716,,קרני שומרון,35.0975
,32.9804,,קשת,35.8085
,32.9371,,ראמה,35.367
,32.9157,,ראס אל-עין,35.3727
,32.7729,,ראס עלי,35.1555
,33.0861,,ראש הנקרה,35.1135
,32.0958,,ראש העין,34.9522
,32.9704,,ראש פינה,35.5427
,31.6678,,ראש צורים,35.1253
,31.9723,,ראשון לציון - מזרח,34.8066
,31.981,,ראשון לציון - מערב,34.7679
,32.1187,,רבבה,35.1296
,31.774,,רבדים,34.8148
,31.0452,,רביבים,34.7211
,32.8506,,רביד,35.4641
,32.9775,,רגבה,35.0991
,32.5234,,רגבים,35.034
,31.4033,,רהט והפזורה,34.7582
,31.6487,,רווחה,34.7337
,32.4486,,רוויה,35.4731
,31.4974,,רוחמה,34.7052
,32.7881,,רומאנה,35.3112
,32.7776,,רומת אל הייב,35.3057
,32.2475,,רועי,35.4895
,32.3366,,רותם,35.5186
,32.4511,,רחוב,35.4896
,31.8928,,רחובות,34.8113
,32.1025,,רחלים,35.2578
,31.7759,,רטורנו - גבעת שמש,34.9474
,33.0499,,ריחאנייה,35.4871
,32.4688,,ריחן,35.1353
,32.7199,,ריינה,35.3177
,31.9354,,רימונים,35.3405
,32.0444,,רינתיה,34.9285
,32.7493,,רכסים,35.0996
,32.5287,,רם און,35.2587
,32.8504,,רמות,35.6652
,32.1651,,רמות השבים,34.8815
,31.8744,,רמות מאיר,34.8552
,32.5966,,רמות מנשה,35.0575
,33.1024,,רמות נפתלי,35.5533
,31.9316,,רמלה,34.8729
,32.0529,,רמת גן - מזרח,34.8416
,32.0706,,רמת גן - מערב,34.8275
,32.679,,רמת דוד,35.204
,32.2183,,רמת הכובש,34.9383
,32.5524,,רמת הנדיב,34.9453
,32.6094,,רמת השופט,35.0941
,32.1378,,רמת השרון,34.8403
,32.7935,,רמת יוחנן,35.1222
,32.704,,רמת ישי,35.166
,32.8441,,רמת מגשימים,35.8066
,32.592,,רמת צבי,35.4145
,31.7736,,רמת רזיאל,35.0744
,31.3387,,רנן,34.6004
,31.3862,,רעים,34.4588
,32.1848,,רעננה,34.8713
,32.8556,,רקפת,35.2642
,32.2019,,רשפון,34.8247
,32.4812,,רשפים,35.4788
,31.054,,רתמים,34.6909
,30.8333,,שאנטי במדבר,34.7366
,33.2263,,שאר ישוב,35.6468
,32.0545,,שבות רחל,35.3107
,31.4664,,שבי דרום,34.6386
,32.9821,,שבי ציון,35.083
,32.2637,,שבי שומרון,35.1834
,32.6863,,שבלי,35.4061
,31.1984,,שגב שלום והפזורה,34.8397
,31.2116,,שדה אברהם,34.3357
,32.7505,,שדה אילן,35.4224
,32.4419,,שדה אליהו,35.5138
,33.0465,,שדה אליעזר,35.5653
,30.8736,,שדה בוקר,34.7931
,31.5775,,שדה דוד,34.6834
,32.2087,,שדה ורבורג,34.9033
,31.6457,,שדה יואב,34.6768
,32.6976,,שדה יעקב,35.1413
,32.405,,שדה יצחק,34.9922
,31.611,,שדה משה,34.8004
,32.5251,,שדה נחום,35.4809
,33.1882,,שדה נחמיה,35.6231
,31.23,,שדה ניצן,34.4184
,31.7584,,שדה עוזיהו,34.6782
,31.4487,,שדה צבי,34.7132
,32.4926,,שדות ים,34.8932
,31.7214,,שדות מיכה,34.9207
,32.1585,,שדי חמד,34.9428
,32.4409,,שדי תרומות,35.4842
,31.8338,,שדמה,34.7401
,32.6962,,שדמות דבורה,35.4364
,32.3477,,שדמות מחולה,35.5306
,31.5313,,"שדרות, איבים, ניר עם",34.5984
,31.9958,,שהם,34.9488
,31.7994,,שואבה,35.079
,31.4137,,שובל,34.7458
,33.0825,,שומרה,35.282
,31.4322,,שומריה,34.8841
,32.9515,,שומרת,35.095
,31.4221,,שוקדה,34.5244
,31.7975,,שורש,35.0653
,32.8927,,שורשים,35.2586
,32.3548,,שושנת העמקים,34.8568
,32.9339,,שזור,35.3545
,31.6184063,,שחר,34.7240639
,29.9041,,שחרות,34.9992
,31.3964,,שיבולים,34.6081
,30.1764,,שיטים,35.0167
,32.9938,,שייח' דנון,35.1486
,32.0544,,שילה,35.2991
,31.9212,,שילת,35.0146
,32.8492,,שכניה,35.2467
,31.5647,,שלווה,34.7688
,32.4726,,שלוחות,35.4805
,33.0726,,שלומי,35.1459
,31.1697,,שלומית,34.3032
,32.476,,שלפים,35.477
,33.1668,,שמיר,35.66
,31.3873,,שמעה,35.0127
,32.7325,,שמשית,35.2465
,31.3566,,שני ליבנה,35.0699
,33.2403,,שניר,35.677
,32.8897,,שעב,35.2388
,33.1165,,שעל,35.7188
,31.8702,,שעלבים,34.9843
,32.2907,,שער אפרים,34.9994
,32.6869,,שער הגולן,35.6047
,32.7226,,שער העמקים,35.1106
,32.4439,,שער מנשה,35.011
,32.1207,,שערי תקווה,35.027
,32.2166,,שפיים,34.8224
,31.6976,,שפיר,34.7282
,32.9446,,שפר,35.4378
,32.8058,,שפרעם,35.17
,32.4737,,שקד,35.1684
,31.5149,,שקף,34.9373
,32.7259,,שרונה,35.4672
,31.6786,,שריגים - ליאון,34.9351
,32.6631,,שריד,35.2248
,31.4048,,שרשרת,34.6044
,33.0859,,שתולה,35.3156
,31.7737,,שתולים,34.6844
,31.3717,,תאשור,34.6435
,31.3789,,תדהר,34.6304
,32.9285,,תובל,35.2457
,32.0186,,תומר,35.4398
,32.6811,,תחנת רכבת כפר יהושוע,35.1246
,32.1209,,תחנת רכבת ראש העין,34.9345
,31.7163,,תימורים,34.7614
,31.7503,,תירוש,34.8859
,32.0462,,תל אביב - דרום העיר ויפו,34.7654
,32.0578,,תל אביב - מזרח,34.7987
,32.0798,,תל אביב - מרכז העיר,34.7772
,32.1213,,תל אביב - עבר הירקון,34.8203
,33.2334,,תל חי,35.5827
,32.5567,,תל יוסף,35.3989
,32.2527,,תל יצחק,34.8724
,32.2566,,תל מונד,34.9185
,32.6574,,תל עדשים,35.3025
,31.2837,,תל ערד והפזורה,35.1038
,31.8804,,תל ציון,35.2391
,32.7064,,תל קציר,35.6179
,31.2476,,תל שבע,34.8612
,32.4425,,תל תאומים,35.4964
,31.5631,,תלם,35.0312
,31.2296,,תלמי אליהו,34.4291
,32.4472,,תלמי אלעזר,34.975
,31.4381,,תלמי ביל''ו,34.6448
,31.2,,תלמי יוסף,34.3638
,31.7536,,תלמי יחיאל,34.7643
,31.6169,,תלמי יפה,34.6125
,31.5634,,תלמים,34.672
,32.7038,,תמרת,35.2255
,32.3059,,תנובות,34.9626
,31.8013,,תעוז,34.972
,32.0717,,תעשיון חצב,34.9544
,31.9624,,תעשיון צריפין,34.8533
,31.3245,,תפרח,34.6792
,31.4485,,תקומה,34.5781
,31.4427,,חוות יזרעם,34.5716
,31.6528,,תקוע,35.2275
,31.3574,,תראבין א-צאנע והפזורה,34.7383
,31.7833,,תרום,34.9802
